,key stats,mar21,mar20,mar19,mar18,mar17,company,mar16,mar15,mar14,mar13,mar12
862,Return on Equity / Networth (%),10.97,6.99,3.19,6.63,10.11,ICICIBANK.NS,11.19,13.89,13.39,12.48,10.70
863,Net Interest Margin (X),3.16,3.02,2.80,2.61,2.81,ICICIBANK.NS,2.94,2.94,2.77,2.58,2.26
864,Cost to Income (%),42.57,45.79,48.98,46.51,42.68,ICICIBANK.NS,39.40,32.70,31.30,28.67,28.67
865,Interest Income/Total Assets (%),6.43,6.80,6.57,6.25,7.01,ICICIBANK.NS,7.31,7.59,7.42,7.46,7.08
866,Non-Interest Income/Total Assets (%),1.54,1.49,1.50,1.98,2.52,ICICIBANK.NS,2.12,1.88,1.75,1.55,1.58
867,Operating Profit/Total Assets (%),-0.22,-0.77,-1.15,-1.21,-1.25,ICICIBANK.NS,-0.77,-0.15,-0.10,0.00,-0.21
868,Operating Expenses/Total Assets (%),1.75,1.96,1.87,1.78,1.91,ICICIBANK.NS,1.75,1.77,1.73,1.67,1.65
869,Interest Expenses/Total Assets (%),3.26,3.78,3.77,3.63,4.20,ICICIBANK.NS,4.37,4.65,4.65,4.88,4.81
870,Valuation Ratios,,,,,,ICICIBANK.NS,,,,,
871,Enterprise Value (Rs. Cr),1381076.40,1108657.40,1037532.15,889716.20,767318.40,ICICIBANK.NS,706700.41,691147.70,608705.91,539497.75,477482.94
872,EV Per Net Sales (X),17.46,14.82,16.36,16.19,14.17,ICICIBANK.NS,13.40,14.08,13.78,13.46,14.24
873,Price To Book Value (X),2.73,1.85,2.44,1.75,1.67,ICICIBANK.NS,1.58,2.27,1.96,1.81,1.69
874,Price To Sales (X),5.09,2.81,4.06,3.26,2.98,ICICIBANK.NS,2.61,3.72,3.26,3.01,3.05
875,Retention Ratios (%),100.00,100.00,71.30,78.49,99.99,ICICIBANK.NS,70.10,74.06,72.92,72.28,70.58
876,Earnings Yield (X),0.04,0.04,0.01,0.04,0.06,ICICIBANK.NS,0.07,0.06,0.07,0.07,0.06
877,Key Financial Ratios of IndusInd Bank (in Rs. Cr.),Mar 21,Mar 20,Mar 19,Mar 18,Mar 17,INDUSINDBK.NS,Mar 16,Mar 15,Mar 14,Mar 13,Mar 12
878,Per Share Ratios,,,,,,INDUSINDBK.NS,,,,,
879,Basic EPS (Rs.),38.75,63.75,54.90,60.19,48.06,INDUSINDBK.NS,39.68,33.99,26.85,21.83,17.20
880,Diluted EPS (Rs.),38.68,63.52,54.46,59.57,47.56,INDUSINDBK.NS,39.26,33.41,26.41,21.40,16.86
881,Cash EPS (Rs.),36.68,67.71,58.57,63.60,51.13,INDUSINDBK.NS,41.06,36.27,28.65,21.70,18.76
882,Book Value [Excl. Reval Reserve]/Share (Rs.),560.73,495.82,437.38,391.18,338.90,INDUSINDBK.NS,291.02,193.66,164.48,141.86,96.69
883,Book Value [Incl. Reval Reserve]/Share (Rs.),560.73,500.43,442.78,397.21,345.17,INDUSINDBK.NS,297.42,201.05,172.04,145.93,101.38
884,Dividend/Share (Rs.),5.00,0.00,7.50,7.50,6.00,INDUSINDBK.NS,4.50,4.00,3.50,3.00,2.20
885,Operating Revenue / Share (Rs.),374.98,415.02,369.37,287.91,240.84,INDUSINDBK.NS,194.64,183.06,157.02,133.56,114.59
886,Net Profit/Share (Rs.),36.68,63.70,54.77,60.08,47.95,INDUSINDBK.NS,38.43,33.88,26.79,20.30,17.16
887,Per Employee Ratios,,,,,,INDUSINDBK.NS,,,,,
888,Interest Income/ Employee (Rs.),0.00,9383461.53,8025217.38,6834657.77,5690791.78,INDUSINDBK.NS,5021968.30,5068753.67,5294120.85,6071320.03,5719522.52
889,Net Profit/ Employee (Rs.),0.00,1440279.32,1190056.56,1426193.44,1132927.51,INDUSINDBK.NS,991522.16,938086.55,903157.15,922607.20,856576.20
890,Business/ Employee (Rs.),0.00,133279969.94,137445981.58,117304553.04,94672011.69,INDUSINDBK.NS,78672891.59,74746385.23,74152739.70,85582789.95,82631271.08
891,Per Branch Ratios,,,,,,INDUSINDBK.NS,,,,,
892,Interest Income/ Branch (Rs.),0.00,150616587.65,133700603.60,123433919.29,120047252.50,INDUSINDBK.NS,115806589.00,120998300.87,137101900.33,139664646.00,133979815.00
893,Net Profit/ Branches (Rs.),0.00,23118329.67,19826413.81,25757053.57,23899105.83,INDUSINDBK.NS,22864501.00,22393449.44,23389069.77,21223656.00,20065297.50
894,Business/ Branches (Rs.),0.00,2139314389.32,2289858308.11,2118520227.86,1997106086.67,INDUSINDBK.NS,1814196880.00,1784301662.92,1920334239.20,1968746500.00,1935637525.00
895,Key Performance Ratios,,,,,,INDUSINDBK.NS,,,,,
896,ROCE (%),3.34,3.62,3.00,3.11,3.21,INDUSINDBK.NS,3.11,2.93,3.07,2.58,2.46
897,CASA (%),0.00,40.37,43.14,44.00,36.85,INDUSINDBK.NS,35.18,34.12,32.54,29.32,27.29
898,Net Profit Margin (%),9.78,15.34,14.82,20.86,19.90,INDUSINDBK.NS,19.74,18.50,17.05,15.19,14.97
899,Operating Profit Margin (%),-12.83,-8.80,-10.53,-6.62,-9.04,INDUSINDBK.NS,-8.72,-6.29,-5.84,-4.32,-3.90
900,Return on Assets (%),0.78,1.43,1.18,1.62,1.60,INDUSINDBK.NS,1.63,1.64,1.61,1.44,1.39
901,Return on Equity / Networth (%),6.54,12.84,12.52,15.35,14.14,INDUSINDBK.NS,13.20,17.49,16.28,14.30,17.74
902,Net Interest Margin (X),3.72,3.92,3.18,3.38,3.39,INDUSINDBK.NS,3.22,3.13,3.32,3.04,2.95
903,Cost to Income (%),48.51,40.83,40.10,39.22,39.65,INDUSINDBK.NS,37.15,33.32,33.25,30.36,30.03
904,Interest Income/Total Assets (%),7.98,9.37,8.01,7.79,8.06,INDUSINDBK.NS,8.26,8.88,9.48,9.52,9.30
905,Non-Interest Income/Total Assets (%),1.80,2.26,2.03,2.14,2.33,INDUSINDBK.NS,2.35,2.20,2.17,1.85,1.75
906,Operating Profit/Total Assets (%),-1.02,-0.82,-0.84,-0.51,-0.72,INDUSINDBK.NS,-0.72,-0.55,-0.55,-0.41,-0.36
907,Operating Expenses/Total Assets (%),2.30,2.68,2.30,2.52,2.67,INDUSINDBK.NS,2.62,2.49,2.51,2.39,2.33
908,Interest Expenses/Total Assets (%),4.26,5.44,4.82,4.41,4.67,INDUSINDBK.NS,5.04,5.74,6.16,6.48,6.34
909,Valuation Ratios,,,,,,INDUSINDBK.NS,,,,,
910,Enterprise Value (Rs. Cr),363436.59,273471.61,339632.69,286741.92,225583.24,INDUSINDBK.NS,168206.04,137441.26,97195.33,81500.04,63143.87
911,EV Per Net Sales (X),12.53,9.50,15.26,16.59,15.66,INDUSINDBK.NS,14.52,14.18,11.78,11.67,11.78
912,Price To Book Value (X),1.70,0.71,4.07,4.59,4.16,INDUSINDBK.NS,3.32,4.56,3.05,2.85,3.32
913,Price To Sales (X),2.54,0.85,4.82,6.24,5.85,INDUSINDBK.NS,4.97,4.82,3.19,3.03,2.80
914,Retention Ratios (%),100.00,100.00,86.30,88.01,99.98,INDUSINDBK.NS,87.20,88.18,86.92,85.19,87.18
915,Earnings Yield (X),0.04,0.18,0.03,0.03,0.03,INDUSINDBK.NS,0.04,0.04,0.05,0.05,0.05
916,Key Financial Ratios of Infosys (in Rs. Cr.),Mar 21,Mar 20,Mar 19,Mar 18,Mar 17,INFY.NS,Mar 16,Mar 15,Mar 14,Mar 13,Mar 12
917,Per Share Ratios,,,,,,INFY.NS,,,,,
918,Basic EPS (Rs.),42.37,36.34,33.66,71.28,60.16,INFY.NS,55.26,105.91,178.39,158.76,147.51
919,Diluted EPS (Rs.),42.33,36.32,33.64,71.25,60.15,INFY.NS,55.26,105.91,178.39,158.76,147.50
920,Cash EPS (Rs.),47.81,41.54,37.42,80.42,65.98,INFY.NS,60.14,113.91,197.47,175.47,161.39
921,Book Value [ExclRevalReserve]/Share (Rs.),167.91,146.16,143.96,290.76,296.24,INFY.NS,266.04,418.71,735.87,628.21,518.41
922,Book Value [InclRevalReserve]/Share (Rs.),167.91,146.16,143.96,290.76,296.24,INFY.NS,266.04,418.71,735.87,628.21,518.41
923,Dividend / Share(Rs.),27.00,17.50,21.50,43.50,25.75,INFY.NS,24.25,59.50,63.00,42.00,47.00
924,Revenue from Operations/Share (Rs.),201.67,185.64,167.83,283.61,258.23,INFY.NS,235.12,412.02,775.19,640.51,544.49
925,PBDIT/Share (Rs.),63.20,53.39,49.42,97.60,88.28,INFY.NS,81.51,150.69,264.04,230.49,207.14
926,PBIT/Share (Rs.),57.75,48.36,45.75,91.15,82.48,INFY.NS,76.66,142.74,244.79,213.83,193.31
927,PBT/Share (Rs.),57.46,48.09,45.75,91.15,82.48,INFY.NS,76.66,146.32,244.79,215.28,201.74
928,Net Profit/Share (Rs.),42.37,36.50,33.75,73.97,60.18,INFY.NS,55.28,105.96,178.22,158.82,147.56
929,Profitability Ratios,,,,,,INFY.NS,,,,,
930,PBDIT Margin (%),31.33,28.76,29.44,34.41,34.18,INFY.NS,34.66,36.57,34.06,35.98,38.04
931,PBIT Margin (%),28.63,26.04,27.25,32.14,31.94,INFY.NS,32.60,34.64,31.57,33.38,35.50
932,PBT Margin (%),28.49,25.90,27.25,32.14,31.94,INFY.NS,32.60,35.51,31.57,33.61,37.05
933,Net Profit Margin (%),21.00,19.66,20.11,26.08,23.30,INFY.NS,23.51,25.71,22.99,24.79,27.10
934,Return on Networth / Equity (%),25.23,24.97,23.44,25.44,20.31,INFY.NS,20.78,25.30,24.21,25.28,28.46
935,Return on Capital Employed (%),32.23,31.28,31.38,31.00,27.80,INFY.NS,20.75,25.29,24.01,25.15,28.46
936,Return on Assets (%),19.21,19.17,18.62,21.29,17.29,INFY.NS,17.45,19.67,19.33,21.18,23.64
937,Total Debt/Equity (X),0.00,0.00,0.00,0.00,0.00,INFY.NS,0.00,0.00,0.00,0.00,0.00
938,Asset Turnover Ratio (%),91.45,97.53,92.62,81.63,74.21,INFY.NS,74.22,76.52,84.11,85.44,87.26
939,Liquidity Ratios,,,,,,INFY.NS,,,,,
940,Current Ratio (X),2.74,2.88,3.00,3.78,4.05,INFY.NS,3.98,3.12,3.83,4.82,4.88
941,Quick Ratio (X),2.74,2.88,3.00,3.78,4.05,INFY.NS,3.98,3.12,3.83,4.82,4.88
942,Inventory Turnover Ratio (X),0.00,0.00,0.00,0.00,0.00,INFY.NS,0.00,0.00,0.00,0.00,0.00
943,Dividend Payout Ratio (NP) (%),50.74,61.46,93.64,46.42,50.51,INFY.NS,43.88,42.01,35.49,26.45,31.86
944,Dividend Payout Ratio (CP) (%),44.96,54.01,84.46,42.70,46.07,INFY.NS,40.33,39.08,32.03,23.94,29.13
945,Earnings Retention Ratio (%),49.26,38.54,6.36,53.58,49.49,INFY.NS,56.12,57.99,64.51,73.55,68.14
946,Cash Earnings Retention Ratio (%),55.04,45.99,15.54,57.30,53.93,INFY.NS,59.67,60.92,67.97,76.06,70.87
947,Valuation Ratios,,,,,,INFY.NS,,,,,
948,Enterprise Value (Cr.),565049.50,259077.74,307794.88,230982.96,215222.68,INFY.NS,250465.32,226743.68,163450.22,145479.26,146391.13
949,EV/Net Operating Revenue (X),6.58,3.28,4.21,3.73,3.63,INFY.NS,4.64,4.79,3.69,3.96,4.68
950,EV/EBITDA (X),20.99,11.40,14.30,10.84,10.62,INFY.NS,13.38,13.11,10.82,11.00,12.31
951,MarketCap/Net Operating Revenue (X),6.78,3.45,4.42,4.00,3.95,INFY.NS,5.18,5.38,4.23,4.51,5.26
952,Retention Ratios (%),49.25,38.53,6.35,53.57,49.48,INFY.NS,56.11,57.98,64.50,73.54,68.13
953,Price/BV (X),8.15,4.38,5.16,3.90,3.45,INFY.NS,4.58,5.29,4.46,4.60,5.53
954,Price/Net Operating Revenue,6.78,3.45,4.42,4.00,3.95,INFY.NS,5.18,5.38,4.23,4.51,5.26
955,Earnings Yield,0.03,0.06,0.05,0.07,0.06,INFY.NS,0.05,0.05,0.05,0.05,0.05
956,Key Financial Ratios of Indian Oil Corporation (in Rs. Cr.),Mar 21,Mar 20,Mar 19,Mar 18,Mar 17,IOC.NS,Mar 16,Mar 15,Mar 14,Mar 13,Mar 12
957,Per Share Ratios,,,,,,IOC.NS,,,,,
958,Basic EPS (Rs.),23.78,1.43,17.89,22.52,20.16,IOC.NS,23.72,21.72,28.91,20.61,16.29
959,Diluted EPS (Rs.),23.78,1.43,17.89,22.52,20.16,IOC.NS,23.72,21.72,28.91,20.61,16.29
960,Cash EPS (Rs.),34.46,10.98,26.59,29.98,53.45,IOC.NS,67.78,40.37,52.63,42.04,36.34
961,Book Value [ExclRevalReserve]/Share (Rs.),120.36,102.13,118.35,116.23,210.43,IOC.NS,371.93,279.87,271.71,251.68,238.32
962,Book Value [InclRevalReserve]/Share (Rs.),120.36,102.13,118.35,116.23,210.43,IOC.NS,371.93,279.87,271.71,251.68,238.32
963,Dividend / Share(Rs.),12.00,4.25,9.25,21.00,19.00,IOC.NS,14.00,6.60,8.70,6.20,5.00
964,Revenue from Operations/Share (Rs.),411.78,529.63,574.77,447.36,759.48,IOC.NS,1465.08,1802.04,1949.01,1841.46,1641.21
965,PBDIT/Share (Rs.),46.42,24.35,40.25,45.46,75.95,IOC.NS,98.62,58.89,78.75,71.05,89.14
966,PBIT/Share (Rs.),35.74,14.80,32.06,37.99,62.81,IOC.NS,78.29,40.24,55.02,49.63,69.09
967,PBT/Share (Rs.),32.37,-4.02,27.37,34.36,55.54,IOC.NS,71.01,32.96,41.28,23.24,14.31
968,Net Profit/Share (Rs.),23.78,1.43,18.40,22.52,40.31,IOC.NS,47.44,21.72,28.91,20.61,16.29
969,Profitability Ratios,,,,,,IOC.NS,,,,,
970,PBDIT Margin (%),11.27,4.59,7.00,10.16,10.00,IOC.NS,6.73,3.26,4.04,3.85,5.43
971,PBIT Margin (%),8.67,2.79,5.57,8.49,8.26,IOC.NS,5.34,2.23,2.82,2.69,4.20
972,PBT Margin (%),7.86,-0.75,4.76,7.67,7.31,IOC.NS,4.84,1.82,2.11,1.26,0.87
973,Net Profit Margin (%),5.77,0.27,3.20,5.03,5.30,IOC.NS,3.23,1.20,1.48,1.11,0.99
974,Return on Networth / Equity (%),19.76,1.40,15.54,19.37,19.15,IOC.NS,12.75,7.76,10.64,8.19,6.83
975,Return on Capital Employed (%),17.90,8.59,18.14,24.86,22.73,IOC.NS,8.00,4.28,5.99,5.01,4.39
976,Return on Assets (%),6.53,0.42,5.35,7.60,7.37,IOC.NS,5.09,2.39,2.79,2.23,1.88
977,Total Debt/Equity (X),0.87,1.20,0.77,0.50,0.51,IOC.NS,0.48,0.73,1.22,1.28,1.22
978,Asset Turnover Ratio (%),113.17,156.30,167.14,151.04,138.85,IOC.NS,157.44,199.01,188.11,199.60,189.87
979,Liquidity Ratios,,,,,,IOC.NS,,,,,
980,Current Ratio (X),0.73,0.69,0.81,0.76,0.72,IOC.NS,0.88,0.99,0.99,1.03,1.01
981,Quick Ratio (X),0.21,0.28,0.35,0.28,0.24,IOC.NS,0.40,0.52,0.51,0.56,0.54
982,Inventory Turnover Ratio (X),4.84,7.64,7.38,6.49,5.78,IOC.NS,8.96,9.61,7.31,7.54,7.01
983,Dividend Payout Ratio (NP) (%),0.00,367.05,57.24,44.40,55.19,IOC.NS,25.50,30.38,30.09,30.07,30.69
984,Dividend Payout Ratio (CP) (%),0.00,47.82,39.61,33.35,41.62,IOC.NS,17.85,16.34,16.52,14.74,13.76
985,Earnings Retention Ratio (%),0.00,-267.05,42.76,55.60,44.81,IOC.NS,74.50,69.62,69.91,69.93,69.31
986,Cash Earnings Retention Ratio (%),0.00,52.18,60.39,66.65,58.38,IOC.NS,82.15,83.66,83.48,85.26,86.24
987,Valuation Ratios,,,,,,IOC.NS,,,,,
988,Enterprise Value (Cr.),179194.49,187110.77,232544.07,222553.10,233592.27,IOC.NS,135205.10,139020.07,145730.40,146156.56,133774.89
989,EV/Net Operating Revenue (X),0.47,0.38,0.44,0.52,0.65,IOC.NS,0.39,0.32,0.31,0.33,0.34
990,EV/EBITDA (X),4.21,8.37,6.29,5.17,6.49,IOC.NS,5.79,9.72,7.62,8.47,6.18
991,MarketCap/Net Operating Revenue (X),0.22,0.15,0.28,0.39,0.51,IOC.NS,0.27,0.20,0.14,0.15,0.16
992,Retention Ratios (%),0.00,-267.05,42.75,55.59,44.80,IOC.NS,74.49,69.61,69.90,69.92,69.30
993,Price/BV (X),0.76,0.80,1.37,1.52,1.84,IOC.NS,1.06,1.32,1.03,1.12,1.10
994,Price/Net Operating Revenue,0.22,0.15,0.28,0.39,0.51,IOC.NS,0.27,0.20,0.14,0.15,0.16
995,Earnings Yield,0.26,0.02,0.11,0.13,0.10,IOC.NS,0.12,0.06,0.10,0.07,0.06
996,Key Financial Ratios of ITC (in Rs. Cr.),Mar 21,Mar 20,Mar 19,Mar 18,Mar 17,ITC.NS,Mar 16,Mar 15,Mar 14,Mar 13,Mar 12
997,Per Share Ratios,,,,,,ITC.NS,,,,,
998,Basic EPS (Rs.),10.59,12.33,10.19,9.22,8.43,ITC.NS,12.26,12.05,11.09,9.45,7.93
999,Diluted EPS (Rs.),10.59,12.31,10.13,9.16,8.38,ITC.NS,12.20,11.93,10.96,9.33,7.84
1000,Cash EPS (Rs.),11.86,13.59,11.24,10.13,9.25,ITC.NS,13.52,13.19,12.18,10.40,8.78
1001,Book Value [ExclRevalReserve]/Share (Rs.),47.94,52.09,47.27,42.12,37.33,ITC.NS,40.85,38.28,32.95,28.14,23.97
1002,Book Value [InclRevalReserve]/Share (Rs.),47.94,52.09,47.27,42.12,37.33,ITC.NS,40.92,38.35,33.02,28.21,24.04
1003,Dividend / Share(Rs.),10.75,10.15,5.75,5.15,4.75,ITC.NS,8.50,6.25,6.00,5.25,4.50
1004,Revenue from Operations/Share (Rs.),36.95,37.11,36.71,33.29,33.00,ITC.NS,45.78,45.55,41.79,37.84,32.20
1005,PBDIT/Share (Rs.),15.25,17.02,16.14,14.48,13.64,ITC.NS,19.93,18.73,17.05,14.64,12.37
1006,PBIT/Share (Rs.),13.98,15.75,15.07,13.54,12.78,ITC.NS,18.65,17.53,15.92,13.63,11.48
1007,PBT/Share (Rs.),13.94,15.59,15.05,13.81,12.76,ITC.NS,18.59,17.46,15.92,13.52,11.38
1008,Net Profit/Share (Rs.),10.59,12.31,10.17,9.20,8.40,ITC.NS,12.23,11.99,11.05,9.39,7.88
1009,Profitability Ratios,,,,,,ITC.NS,,,,,
1010,PBDIT Margin (%),41.27,45.85,43.98,43.49,41.31,ITC.NS,43.54,41.13,40.80,38.68,38.42
1011,PBIT Margin (%),37.84,42.42,41.06,40.67,38.72,ITC.NS,40.73,38.49,38.09,36.02,35.65
1012,PBT Margin (%),37.73,42.01,40.99,41.47,38.67,ITC.NS,40.60,38.34,38.08,35.73,35.34
1013,Net Profit Margin (%),28.65,33.17,27.70,27.62,25.44,ITC.NS,26.72,26.31,26.43,24.80,24.47
1014,Return on Networth / Equity (%),22.08,23.63,21.50,21.83,22.49,ITC.NS,29.94,31.31,33.51,33.36,32.88
1015,Return on Capital Employed (%),28.02,29.26,30.70,30.87,32.76,ITC.NS,28.18,29.54,31.68,31.31,31.02
1016,Return on Assets (%),18.20,20.11,17.85,17.99,18.81,ITC.NS,19.88,21.73,22.39,21.80,21.27
1017,Total Debt/Equity (X),0.00,0.00,0.00,0.00,0.00,ITC.NS,0.00,0.00,0.00,0.00,0.00
1018,Asset Turnover Ratio (%),63.54,60.63,64.46,65.12,73.94,ITC.NS,74.39,82.60,84.72,87.89,86.90
1019,Liquidity Ratios,,,,,,ITC.NS,,,,,
1020,Current Ratio (X),3.13,4.02,3.07,2.77,3.59,ITC.NS,1.65,2.05,1.82,1.70,1.59
1021,Quick Ratio (X),2.20,3.13,2.28,1.95,2.44,ITC.NS,1.07,1.38,1.18,1.06,0.97
1022,Inventory Turnover Ratio (X),4.80,5.68,5.93,5.61,5.10,ITC.NS,4.32,4.66,4.52,4.53,4.47
1023,Dividend Payout Ratio (NP) (%),47.21,46.56,50.42,51.41,67.05,ITC.NS,69.48,52.14,54.31,55.92,57.09
1024,Dividend Payout Ratio (CP) (%),42.16,42.20,45.62,46.65,60.86,ITC.NS,62.87,47.39,49.27,50.50,51.28
1025,Earnings Retention Ratio (%),52.79,53.44,49.58,48.59,32.95,ITC.NS,30.52,47.86,45.69,44.08,42.91
1026,Cash Earnings Retention Ratio (%),57.84,57.80,54.38,53.35,39.14,ITC.NS,37.13,52.61,50.73,49.50,48.72
1027,Valuation Ratios,,,,,,ITC.NS,,,,,
1028,Enterprise Value (Cr.),264951.06,204588.20,359951.82,309724.29,337944.56,ITC.NS,257453.88,253314.55,277469.96,240696.04,174620.56
1029,EV/Net Operating Revenue (X),5.83,4.48,8.00,7.62,8.43,ITC.NS,6.99,6.94,8.35,8.05,6.94
1030,EV/EBITDA (X),14.11,9.78,18.19,17.53,20.40,ITC.NS,16.05,16.87,20.46,20.81,18.05
1031,MarketCap/Net Operating Revenue (X),5.91,4.63,8.08,7.69,8.50,ITC.NS,7.17,7.15,8.45,8.17,7.05
1032,Retention Ratios (%),52.78,53.43,49.57,48.58,32.94,ITC.NS,30.51,47.85,45.68,44.07,42.90
1033,Price/BV (X),4.56,3.30,6.28,6.08,7.51,ITC.NS,8.03,8.50,10.71,10.98,9.46
1034,Price/Net Operating Revenue,5.91,4.63,8.08,7.69,8.50,ITC.NS,7.17,7.15,8.45,8.17,7.05
1035,Earnings Yield,0.05,0.07,0.03,0.04,0.03,ITC.NS,0.04,0.04,0.03,0.03,0.03
1036,Key Financial Ratios of JSW Steel (in Rs. Cr.),Mar 21,Mar 20,Mar 19,Mar 18,Mar 17,JSWSTEEL.NS,Mar 16,Mar 15,Mar 14,Mar 13,Mar 12
1037,Per Share Ratios,,,,,,JSWSTEEL.NS,,,,,
1038,Basic EPS (Rs.),34.92,22.03,33.77,19.24,14.89,JSWSTEEL.NS,-146.02,88.24,53.86,79.28,71.42
1039,Diluted EPS (Rs.),34.72,21.89,33.60,19.14,14.80,JSWSTEEL.NS,-146.02,88.24,53.86,79.28,71.42
1040,Cash EPS (Rs.),40.31,29.28,38.35,25.43,21.93,JSWSTEEL.NS,-22.68,163.53,134.12,132.86,117.33
1041,Book Value [ExclRevalReserve]/Share (Rs.),155.55,127.45,115.92,92.41,80.06,JSWSTEEL.NS,678.31,824.45,776.87,691.83,641.16
1042,Book Value [InclRevalReserve]/Share (Rs.),155.55,127.45,115.92,92.41,80.06,JSWSTEEL.NS,678.31,824.45,776.87,691.83,641.16
1043,Dividend / Share(Rs.),6.50,2.00,4.10,3.20,2.25,JSWSTEEL.NS,7.50,11.00,11.00,10.00,7.50
1044,Revenue from Operations/Share (Rs.),234.20,213.50,256.44,215.15,173.72,JSWSTEEL.NS,1219.90,1522.29,1496.21,1249.05,1130.48
1045,PBDIT/Share (Rs.),65.99,43.67,62.85,46.21,39.20,JSWSTEEL.NS,222.24,308.45,301.03,231.21,204.47
1046,PBIT/Share (Rs.),53.47,31.97,51.48,36.09,29.15,JSWSTEEL.NS,127.61,216.48,210.99,161.74,144.36
1047,PBT/Share (Rs.),40.38,14.26,38.89,23.43,17.05,JSWSTEEL.NS,-174.12,107.31,64.59,88.13,73.71
1048,Net Profit/Share (Rs.),27.79,17.58,26.98,15.31,11.88,JSWSTEEL.NS,-117.30,71.56,44.08,63.39,57.22
1049,Profitability Ratios,,,,,,JSWSTEEL.NS,,,,,
1050,PBDIT Margin (%),28.17,20.45,24.50,21.47,22.56,JSWSTEEL.NS,18.21,20.26,20.11,18.51,18.08
1051,PBIT Margin (%),22.83,14.97,20.07,16.77,16.77,JSWSTEEL.NS,10.46,14.22,14.10,12.94,12.76
1052,PBT Margin (%),17.24,6.67,15.16,10.88,9.81,JSWSTEEL.NS,-14.27,7.04,4.31,7.05,6.52
1053,Net Profit Margin (%),11.86,8.23,10.52,7.11,6.84,JSWSTEEL.NS,-9.61,4.70,2.94,5.07,5.06
1054,Return on Networth / Equity (%),17.86,13.79,23.27,16.57,14.84,JSWSTEEL.NS,-17.29,8.67,5.67,9.16,8.92
1055,Return on Capital Employed (%),16.78,11.13,21.75,18.06,16.00,JSWSTEEL.NS,7.42,12.02,2.79,4.61,4.90
1056,Return on Assets (%),6.29,4.33,7.55,5.40,4.41,JSWSTEEL.NS,-4.80,2.89,1.95,3.29,3.21
1057,Total Debt/Equity (X),0.87,1.20,0.94,1.14,1.38,JSWSTEEL.NS,1.55,1.03,1.06,0.84,0.68
1058,Asset Turnover Ratio (%),53.08,52.65,71.85,75.94,64.58,JSWSTEEL.NS,49.93,61.53,66.19,64.98,63.58
1059,Liquidity Ratios,,,,,,JSWSTEEL.NS,,,,,
1060,Current Ratio (X),0.80,0.83,0.78,0.76,0.68,JSWSTEEL.NS,0.62,0.93,0.73,0.92,0.81
1061,Quick Ratio (X),0.51,0.55,0.49,0.36,0.33,JSWSTEEL.NS,0.31,0.51,0.43,0.61,0.51
1062,Inventory Turnover Ratio (X),6.61,6.68,7.14,6.44,5.64,JSWSTEEL.NS,5.44,5.37,7.31,7.40,6.20
1063,Dividend Payout Ratio (NP) (%),5.75,22.49,11.18,14.16,6.09,JSWSTEEL.NS,-9.06,12.27,21.55,12.38,10.29
1064,Dividend Payout Ratio (CP) (%),3.96,13.50,7.86,8.52,3.30,JSWSTEEL.NS,-46.89,5.37,7.08,5.91,5.01
1065,Earnings Retention Ratio (%),94.25,77.51,88.82,85.84,93.91,JSWSTEEL.NS,109.06,87.73,78.45,87.62,89.71
1066,Cash Earnings Retention Ratio (%),96.04,86.50,92.14,91.48,96.70,JSWSTEEL.NS,146.89,94.63,92.92,94.09,94.99
1067,Valuation Ratios,,,,,,JSWSTEEL.NS,,,,,
1068,Enterprise Value (Cr.),170380.70,78740.45,115371.85,118113.10,88673.60,JSWSTEEL.NS,70147.92,52209.71,56624.98,34478.97,30129.49
1069,EV/Net Operating Revenue (X),2.41,1.23,1.49,1.82,1.70,JSWSTEEL.NS,1.91,1.13,1.25,0.97,0.94
1070,EV/EBITDA (X),8.55,5.99,6.10,8.46,7.52,JSWSTEEL.NS,10.49,5.59,6.21,5.25,5.19
1071,MarketCap/Net Operating Revenue (X),2.00,0.69,1.14,1.34,1.08,JSWSTEEL.NS,1.05,0.60,0.69,0.54,0.64
1072,Retention Ratios (%),94.24,77.50,88.81,85.83,93.90,JSWSTEEL.NS,109.06,87.72,78.44,87.61,89.70
1073,Price/BV (X),3.01,1.15,2.53,3.12,2.34,JSWSTEEL.NS,1.89,1.10,1.33,0.97,1.13
1074,Price/Net Operating Revenue,2.00,0.69,1.14,1.34,1.08,JSWSTEEL.NS,1.05,0.60,0.69,0.54,0.64
1075,Earnings Yield,0.06,0.12,0.09,0.05,0.06,JSWSTEEL.NS,-0.09,0.08,0.04,0.09,0.08
1076,Key Financial Ratios of Kotak Mahindra Bank (in Rs. Cr.),Mar 21,Mar 20,Mar 19,Mar 18,Mar 17,KOTAKBANK.NS,Mar 16,Mar 15,Mar 14,Mar 13,Mar 12
1077,Per Share Ratios,,,,,,KOTAKBANK.NS,,,,,
1078,Basic EPS (Rs.),35.17,30.88,25.52,21.54,18.57,KOTAKBANK.NS,11.42,24.20,19.62,18.31,14.69
1079,Diluted EPS (Rs.),35.14,30.84,25.48,21.51,18.55,KOTAKBANK.NS,11.40,24.14,19.59,18.24,14.61
1080,Cash EPS (Rs.),35.14,33.03,27.41,23.02,20.11,KOTAKBANK.NS,12.96,26.66,21.65,20.00,16.23
1081,Book Value [Excl. Reval Reserve]/Share (Rs.),319.04,253.62,222.14,196.70,150.02,KOTAKBANK.NS,130.63,183.13,159.46,126.77,107.75
